1	0.575264149	0.614203243	0.701074196	0.671145536	0.950106398	0.591214339	0.758461699	0.602467045	0.741999899	0.722199594	0.641003393	0.66700938	0.621240925	0.662296967	0.662296967	0.51917076	0.758461699	0.51917076	0.605473398	0.621240925	0.621240925	0.605473398	0.654369944	0.627174271	0.627174271
0.575264149	1	0.936602266	0.773244451	0.671145536	0.605473398	0.667802278	0.758461699	0.634483217	0.757030461	0.796544548	0.706989815	0.636892236	0.621240925	0.662296967	0.662296967	0.548342562	0.758461699	0.51917076	0.605473398	0.621240925	0.621240925	0.605473398	0.654369944	0.627174271	0.69173709
0.614203243	0.936602266	1	0.748529255	0.716574752	0.646457328	0.644019864	0.809801264	0.614203243	0.808273147	0.771084611	0.684392314	0.680002877	0.663292144	0.70712723	0.70712723	0.554312944	0.809801264	0.554312944	0.646457328	0.663292144	0.663292144	0.646457328	0.698663635	0.669627112	0.669627112
0.701074196	0.773244451	0.748529255	1	0.817924806	0.737890196	0.813850378	0.92433698	0.773244451	0.92259273	0.970748532	0.914316054	0.776180322	0.757106075	0.807141057	0.807141057	0.632713204	0.92433698	0.632713204	0.737890196	0.757106075	0.757106075	0.737890196	0.797480398	0.764337041	0.843019724
0.671145536	0.671145536	0.716574752	0.817924806	1	0.706389872	0.703726433	0.884877294	0.671145536	0.883207507	0.842571251	0.747841781	0.743045402	0.72478543	0.772684433	0.772684433	0.605702856	0.884877294	0.605702856	0.706389872	0.925642638	0.72478543	0.706389872	0.763436184	0.731707708	0.934483263
0.950106398	0.605473398	0.646457328	0.737890196	0.706389872	1	0.634866227	0.798291329	0.605473398	0.796784931	0.760124967	0.674664852	0.670337804	0.857530534	0.914202282	0.914202282	0.546434337	0.798291329	0.546434337	0.835765812	0.857530534	0.857530534	0.637269046	0.688733331	0.660109512	0.660109512
0.591214339	0.667802278	0.644019864	0.813850378	0.703726433	0.634866227	1	0.779491356	0.667802278	0.796784931	0.838374049	0.744116466	0.65455117	0.6384659	0.680660291	0.680660291	0.54437401	0.779491356	0.54437401	0.622261191	0.6384659	0.6384659	0.622261191	0.672513478	0.644563758	0.728062764
0.758461699	0.758461699	0.809801264	0.92433698	0.884877294	0.798291329	0.779491356	1	0.758461699	0.978295806	0.952189933	0.84513614	0.839715752	0.819080153	0.873210825	0.873210825	0.684504914	1	0.684504914	0.798291329	0.819080153	0.819080153	0.798291329	0.862759378	0.826903021	0.826903021
0.602467045	0.634483217	0.614203243	0.773244451	0.671145536	0.605473398	0.667802278	0.758461699	1	0.757030461	0.796544548	0.706989815	0.66700938	0.621240925	0.662296967	0.662296967	0.548342562	0.758461699	0.51917076	0.605473398	0.621240925	0.621240925	0.605473398	0.654369944	0.917231743	0.69173709
0.741999899	0.757030461	0.808273147	0.92259273	0.883207507	0.796784931	0.796784931	0.978295806	0.757030461	1	0.950393124	0.82679314	0.821490398	0.801302678	0.854258488	0.854258488	0.683213234	0.978295806	0.683213234	0.780965059	0.801302678	0.801302678	0.780965059	0.844033881	0.808955757	0.825342632
