1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0.0994	0.1269	0.0147	0	0.2899	0.0177	0	0	0.1935	0.001	0	0	0.0212	0	0	0.0994	0.0257	0.001	0	0.0415	0.0018	0.0295	0.2584	0.0303	0.0486	0.1158	0.0182	0.0566	0.0089	0.0192	0	0	0	0.1846	0.2862	0.0209	0.0386	0.0297	0.1461	0	0.038	0	0.0573	0.0177	0	0.0032	0.1006	0.0061	0.1243	0.0955	0	0
0	0.0994	1	0.095	0	0	0.0446	0	0	0	0.0562	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0693	0	0	0	0	0	0	0	0	0	0	0.0447	0.0457	0	0	0	0.1215	0	0	0	0	0	0	0	0	0	0.0626	0.0944	0	0
0	0.1269	0.095	1	0.0366	0	0.1114	0.0197	0	0	0.091	0.0001	0.0041	0	0.0407	0	0	0.095	0.0083	0.1068	0	0.0388	0.1428	0.0402	0.0898	0.0209	0.047	0.0016	0.0274	0.0514	0.036	0.0194	0	0	0	0.1116	0.1111	0.0137	0.0499	0.0879	0.0662	0	0.0328	0	0.0401	0.0075	0	0	0.0749	0.0158	0.0749	0.0526	0	0
0	0.0147	0	0.0366	1	0	0.0602	0.0213	0	0	0.0295	0.0031	0.0296	0	0.0793	0	0	0	0.0309	0	0	0.0443	0.0001	0.0299	0.052	0.0614	0	0.0057	0.0357	0.0538	0.0534	0.0296	0	0	0	0.0518	0.0521	0.0039	0	0.0262	0.0145	0	0.0194	0	0.0156	0.017	0	0.0027	0.0804	0.0243	0.0402	0.0167	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.2899	0.0446	0.1114	0.0602	0	1	0.0664	0	0	0.226	0.0235	0.0187	0	0.0474	0	0	0.0446	0.0011	0.0004	0	0.0996	0.0118	0.0487	0.5683	0.0846	0.0003	0.0612	0.0449	0.1244	0.0671	0.0242	0	0	0	0.3394	0.5783	0.1004	0.0016	0.0608	0.0874	0	0.0664	0	0.0928	0.0634	0	0.0014	0.2011	0.0246	0.2525	0.1932	0	0
0	0.0177	0	0.0197	0.0213	0	0.0664	1	0	0	0.0203	0.1632	0.0644	0	0.0361	0	0	0	0	0	0	0.018	0.0003	0.0131	0.0458	0.0091	0.0011	0.0151	0.0007	0.0311	0.0286	0.0081	0	0	0	0.0446	0.0642	0.0015	0	0.0142	0.0012	0	0.0027	0	0.0242	0	0	0	0.0515	0.0326	0.0429	0.0312	0	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.1935	0.0562	0.091	0.0295	0	0.226	0.0203	0	0	1	0	0.0163	0	0.0198	0	0	0.0562	0	0	0	0.0514	0.0106	0.0344	0.2632	0.0232	0	0.0423	0.0004	0.044	0.0297	0.0137	0	0	0	0.1547	0.1922	0.0564	0	0.0244	0.078	0	0.0227	0	0.0588	0.0003	0	0	0.071	0.0161	0.1583	0.1116	0	0
0	0.001	0	0.0001	0.0031	0	0.0235	0.1632	0	0	0	1	0.1349	0	0.0108	0	0	0	0	0	0	0.0183	0	0.0598	0.0086	0.0291	0	0	0	0.0252	0.0001	0	0	0	0	0.0177	0.0251	0	0	0.0012	0	0	0.0027	0	0.0381	0	0	0	0.0342	0.0001	0.0558	0.0015	0	0
0	0	0	0.0041	0.0296	0	0.0187	0.0644	0	0	0.0163	0.1349	1	0	0.0215	0	0	0	0.0734	0	0	0.0245	0	0.0194	0.012	0.0443	0	0	0	0.0409	0.0305	0	0	0	0	0.007	0.0156	0	0	0.0088	0.0001	0	0.0001	0	0.0001	0	0	0	0.0384	0	0.0302	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.0212	0	0.0407	0.0793	0	0.0474	0.0361	0	0	0.0198	0.0108	0.0215	0	1	0	0	0	0	0	0	0.0453	0.0005	0.0573	0.0366	0.035	0	0.0079	0.0001	0.0663	0.0453	0.0711	0	0	0	0.063	0.0588	0.0081	0	0.0126	0.0219	0	0.0021	0	0.0207	0.0186	0	0.0029	0.082	0.0216	0.0512	0.0181	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.0994	1	0.095	0	0	0.0446	0	0	0	0.0562	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0693	0	0	0	0	0	0	0	0	0	0	0.0447	0.0457	0	0	0	0.1215	0	0	0	0	0	0	0	0	0	0.0626	0.0944	0	0
0	0.0257	0	0.0083	0.0309	0	0.0011	0	0	0	0	0	0.0734	0	0	0	0	0	1	0	0	0	0	0	0.0014	0	0	0	0	0.0012	0	0	0	0	0	0.0041	0.0011	0	0	0.0209	0.0918	0	0	0	0	0	0	0	0.014	0	0.0003	0.003	0	0
0	0.001	0	0.1068	0	0	0.0004	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0007	0.0009	0	0	0	0.0084	0.001	0	0	0	0	0.0004	0.0005	0	0	0	0	0	0	0	0.0016	0	0	0	0.0004	0	0.0006	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.0415	0	0.0388	0.0443	0	0.0996	0.018	0	0	0.0514	0.0183	0.0245	0	0.0453	0	0	0	0	0	0	1	0.0117	0.0441	0.0827	0.073	0.0058	0.0082	0.0223	0.1037	0.0891	0.0216	0	0	0	0.0942	0.0977	0.0236	0	0.0688	0.0225	0	0.0754	0	0.023	0.0225	0	0	0.1376	0.0001	0.086	0.0358	0	0
0	0.0018	0	0.1428	0.0001	0	0.0118	0.0003	0	0	0.0106	0	0	0	0.0005	0	0	0	0	0	0	0.0117	1	0.0003	0.0003	0.0073	0	0	0.0002	0.0093	0.0074	0	0	0	0	0.0141	0.0128	0.0003	0	0.0097	0.0303	0	0.0009	0	0.0142	0	0	0	0.0054	0	0.0163	0	0	0
0	0.0295	0	0.0402	0.0299	0	0.0487	0.0131	0	0	0.0344	0.0598	0.0194	0	0.0573	0	0	0	0	0	0	0.0441	0.0003	1	0.0415	0.0504	0	0.0428	0.0167	0.0464	0.0265	0.0113	0	0	0	0.0565	0.0562	0.0039	0	0.0176	0.0356	0	0.0258	0	0.0049	0.0044	0	0	0.0547	0	0.0444	0.0294	0	0
0	0.2584	0.0693	0.0898	0.052	0	0.5683	0.0458	0	0	0.2632	0.0086	0.012	0	0.0366	0	0	0.0693	0.0014	0.0007	0	0.0827	0.0003	0.0415	1	0.0554	0	0.0828	0.0669	0.0822	0.0421	0.0236	0	0	0	0.3325	0.3142	0.1562	0.0025	0.0339	0.1027	0	0.0461	0	0.0334	0.0125	0	0	0.1323	0.0224	0.1833	0.3635	0	0
