1	0.129803933	0.112519018	0.135447319	0.110936227	0.101321462	0.125901474	0.114166926	0.121783769	0.117753022	0.157745421	0.092586434	0.088325778	0.104753978	0.090754867	0.101778052	0.095988366	0.088388459	0.119222933	0.103538215	0.120795929	0.09311249	0.095954459	0.101093068	0.103399505	0.099296487
0.129803933	1	0.21657145	0.165861344	0.173629114	0.161373661	0.163019708	0.144516518	0.159868158	0.160874308	0.190060111	0.140045973	0.131396729	0.152361656	0.147356	0.159546455	0.137536029	0.126321347	0.147558872	0.145260133	0.160869917	0.135529553	0.133882799	0.129586794	0.11963773	0.135654034
0.112519018	0.21657145	1	0.165436787	0.171901967	0.159340524	0.161158276	0.138393531	0.128911135	0.166508182	0.162012941	0.135169917	0.12154762	0.144990593	0.145214821	0.140253964	0.133846464	0.120415856	0.136452264	0.143146656	0.134138089	0.139331532	0.134056684	0.122121502	0.112321594	0.123681574
0.135447319	0.165861344	0.165436787	1	0.245290532	0.23632933	0.149065286	0.122573649	0.146184068	0.13770725	0.19590737	0.135190037	0.120031798	0.135127029	0.12248662	0.149940207	0.129995082	0.113576245	0.142600665	0.139150433	0.174569234	0.13109677	0.123533222	0.134535884	0.134641543	0.123446256
0.110936227	0.173629114	0.171901967	0.245290532	1	0.323321745	0.172445674	0.140964648	0.140993368	0.173489685	0.173723314	0.147920615	0.148359417	0.15984739	0.151953994	0.161566863	0.135681626	0.13159262	0.148546259	0.149207208	0.162302145	0.127980321	0.140758449	0.125273167	0.114368317	0.129020857
0.101321462	0.161373661	0.159340524	0.23632933	0.323321745	1	0.154209228	0.128469531	0.121555344	0.158294736	0.153657426	0.141401636	0.137587615	0.141544081	0.132020485	0.136492288	0.125445335	0.119790972	0.1264457	0.142552042	0.13841328	0.124651987	0.137802297	0.109588861	0.102086224	0.120946608
0.125901474	0.163019708	0.161158276	0.149065286	0.172445674	0.154209228	1	0.148097289	0.171870953	0.246456308	0.223602823	0.150137989	0.145455546	0.166475862	0.163362584	0.166480979	0.151624428	0.141907392	0.145653458	0.161883716	0.14970886	0.132070317	0.145577035	0.128340086	0.113330561	0.145700849
0.114166926	0.144516518	0.138393531	0.122573649	0.140964648	0.128469531	0.148097289	1	0.115393939	0.152114055	0.15126536	0.119106351	0.129488323	0.136482136	0.133355204	0.130379685	0.12577578	0.118138201	0.130167118	0.152597613	0.143124965	0.144743827	0.122677049	0.114265361	0.113233782	0.135489613
0.121783769	0.159868158	0.128911135	0.146184068	0.140993368	0.121555344	0.171870953	0.115393939	1	0.175349326	0.21210004	0.109316144	0.104006135	0.142530128	0.10594868	0.135007171	0.137415691	0.114610208	0.163455845	0.115671836	0.185427873	0.096142546	0.111279036	0.104352711	0.106444177	0.109729654
0.117753022	0.160874308	0.166508182	0.13770725	0.173489685	0.158294736	0.246456308	0.152114055	0.175349326	1	0.224824446	0.143901085	0.127843686	0.181113797	0.164073318	0.161567447	0.15404279	0.141871057	0.159333017	0.168454598	0.1831491	0.128948179	0.145699923	0.126431298	0.118632481	0.141280053
